utterance_id,year,month,speaker_display,speaker_party,primary_framing,speech_cluster,text
ParlaMint-NL_2020-06-11-tweedekamer-9.u209,2020,2020-06,Carla Dik- Faber,Unknown,energy-general,0,"The Minister just suggested that I would have asked for a large campaign budget, but I am not asking for that at all. I am concerned that we are going to translate the Climate Agreement into the everyday reality of people and that we are giving people an action perspective. To save energy you can put an expensive heat pump in your home, but you can also isolate your home. How are we gonna take people in there? That's just my story. How can we get into those living rooms like the Postcode Lottery, as I said in the past? They know people very well."
ParlaMint-NL_2021-05-12-tweedekamer-7.u15,2021,2021-05,Lilianne Ploumen,Unknown,economic,0,"Mr. Chairman. Let me begin by thanking Mr Tjeenk Willink for his work as an informant. It is a good practice, it seems, that as soon as chaos arises in politics in The Hague, he is called upon. That is never in vain, not even this time, for which I am very grateful. The election took place seven weeks ago today. Immediately after that election, I made clear the commitment of the Labour Party. As far as we are concerned, it was and is necessary to speak first of the information for a new cabinet about the major tasks that the Netherlands is facing, about the everyday concerns of all Dutch people. This would, of course, include the fact that we are expected to do so in response to these major problems and to formulate solutions to these concerns. Seven weeks later, we have to conclude that we have actually barely gotten there. The formation is degenerate into chaos and almost came to a standstill. Trust in the Prime Minister was abandoned by the entire opposition after his role in reconnaissance. The great waiting for the radical ideas of the VVD leader to do it differently, so far is quite... What shall I say... We have been waiting a long time. Meanwhile, the Dutch are waiting for us to really do something about these everyday problems, until there really are solutions to the problems caused by the corona crisis, which have been exposed and deepened by the corona crisis. The big workload in care. Every day we ask more of the employees in the care. The great sadness that has hit our country, now that so many people are confronted with serious illness or a great loss, when they have lost people. We have seen that cooperation in healthcare works better than market forces and competition. We see the concerns of entrepreneurs, of self-employed people, of the arts and culture sector, who are in the water's mouth. The inequality is growing, and that is what it should be about now. It should also be about Dutch people who are excluded by discrimination, by institutional racism, about people who are faced with a government that is opposed to them, rather than protecting them, such as the parents who were victims of the childcare allowance scandal and the people in Groningen, who are still waiting for recovery. Are we a government that is there for them and that protects them, instead of a government that turns against them? It must also address the major issues facing the Netherlands in the coming years when it comes to correcting the great inequality. The outgoing informant proposes to do so now and also makes a number of concrete proposals, such as, as I mentioned, the restoration after corona and the strengthening of the democratic rule of law. That can count on the support of the Labour Party. But there is also a need for other issues to be addressed. The security of work and income for all people in the Netherlands. It has to be possible to find an affordable house all over the country. All children must receive good education. Loving care must be available without the people in care constantly having to work overtime. We want a viable planet with protection for our nature and a clean energy supply, and a strong position of the Netherlands in Europe and in the world. And we do want to have a new governance culture, as it is called, but what I would just like to call: a fairer and better Netherlands, where, for example, all people have access to the law. We talked about that before. Mr. Chairman. It is time for the series to end, so that we can deal less with ourselves and especially with the Netherlands, with the problems of people. It is now up to a new informant to carry out and report on a substantive review. That's what we're waiting for. Thank you."
ParlaMint-NL_2022-06-29-tweedekamer-12.u57,2022,2022-06,Bartvan Kent,Unknown,energy-general,0,"This can't be D66's answer to this best man in Nissewaard, can it? That can't be the answer, can it? I asked you the following question. This man has an energy bill that has risen from €140 to €320. He can never not pay for the income he has. He has a modest income, but he is not eligible for compensation. What's D66's answer to this man?"
ParlaMint-NL_2022-07-11-eerstekamer-3.u127,2022,2022-07,Bastiaanvan Apeldoorn,Unknown,energy-general,0,"I do not know exactly what Mr Backer is asking. We have always been a stated opponent of the Energy Charter. We find it absurd that energy giants like Uniper and RWE can file such billions of claims. What if it were imposed on the government? Then it is up to the government to respond. My point is that we should avoid this in the future by a, leaving the Energy Charter, preferably today, and by b, not here in the Senate tomorrow, approving the CETA Convention with this special court. Mr President, I forgot Mr Backer's first comment."
ParlaMint-NL_2020-02-13-tweedekamer-2.u32,2020,2020-02,Roelof Bisschop,Unknown,energy-general,2,"...and the Energy Agreement and the Climate Agreement. So it's not about the effect that matters to me, it's about morality."
ParlaMint-NL_2019-03-14-tweedekamer-10.u185,2019,2019-03,Rob Jetten,Unknown,energy-general,0,"First of all, thanks to Mrs Marijnissen for naming herself that, as coalition groups, we have, of course, been thinking together for a long time over the last few weeks about what we should do with this concept of climate change agreement. It was just suggested by others that in 24 hours we had put that together as quickly as possible. Why are we bringing that up six days before the election? Because there are now the credit transfers of the draft climate agreement. That is not a date we have chosen as coalition groups. That's a date chosen by the planning agencies. But I come to Mrs Marijnissen's point. Once again, I can mention concrete amounts here, but it will be different for each family. So I don't want to make those promises here because I'm not sure how much I can keep them. I note, however, that the Rutte/Asscher cabinet has caused a huge increase in the energy tax, that we have done a bit more with the government agreement of this cabinet and that we all had to see at the beginning of this year that that was really too gratuitous. This huge increase in the energy bill of €300............................................................................................................................................................................................ The cabinet can't do anything about market developments. We can do something about the increase caused by policy and energy taxation. I think that's the size we need to think about, but I can't promise an exact amount here. Other politicians have done that in the past, but that always turned out wrong. But the call is clear: shift the energy tax from households to companies, so that from next year onwards, those households will see that it really goes down."
ParlaMint-NL_2021-05-11-tweedekamer-29.u169,2021,2021-05,Pieter Grinwis,Unknown,energy-general,2,"But with an ETS price of €52 and the current low price of gas and electricity, coal power plants are out. That's a fact, isn't it? If that is a fact, why can't the Minister answer the question of loss compensation under a law which has no material meaning?"
ParlaMint-NL_2022-06-22-tweedekamer-7.u97,2022,2022-06,Mark Rutte,Unknown,energy-general,0,"That debate is now under way. A committee debate is now under way on the Energy Council, with the Minister for Climate and Energy. I think that question is on the table there, too. We ourselves, of course, have made a so-called plan of disposal, a Gas Protection and Recovery Plan. We also assume different sizes of severity of interventions from the security of supply. That is what this week's letter has been about, namely about actually putting into effect what is called 'the early warning'. That's step one of them, the first crisis step in that Gas Protection and Recovery Plan. So that's what we've got on the map. But, of course, it all has far-reaching consequences. It is not true that this is light, but neither does Mr Sjoerdsma."
ParlaMint-NL_2019-09-25-tweedekamer-8.u38,2019,2019-09,Eric Wiebes,Unknown,energy-general,0,"No, even in view of the budget law and the control role of the Chamber at all, it is not a strange request at all, but in this case I have come to the conclusion that the accelerated phasing-out of gas extraction will only come about if we start with the conversion of Norg and that we can only achieve it by a provisional amount. After that, I would be happy to answer to this Chamber about the outcome in all forms. But now there's something on the critical path. I have a responsibility here for safety and for a commitment to Groningen and for security of supply. From that point of view, I must act now. That is why I must advise against this motion, saying that I do not find the request in itself strange at all. I understand. I might have asked that in the case of Mrs Beckerman, but this is the situation we are in."
ParlaMint-NL_2020-12-15-eerstekamer-25.u18,2020,2020-12,Henk Otten,Unknown,climate,0,"Haste rush is rarely good! Certainly not when it comes to spending as much as EUR 20 billion, with a fundamental form of state capitalism being launched in the Netherlands. Here in the First Chamber we sometimes discuss for days far less radical measures than this blank cheque of 20 billion. A number of coalition parties and also the PVV suddenly wanted to remove this issue even without meaningful discussion as a hammer piece in the First Chamber last week. Partly because of our perseverance, there has been a small debate of only 40 minutes, or EUR 500 million per minute. At this rate, we could have given their money to the many thousands of victims of the premium affair who have been waiting for their money for years. Mr. Chairman. When our group asked the members of the Committee on Economic Affairs last week exactly what the urgent importance was and why this National Growth Fund should be carried through the First Chamber with steam and boiling water, it remained silent for a full minute in the video meeting and no one had an answer. Apparently, many parties have an interest in getting to work with this EUR 20 billion green grabbelton as soon as possible. The National Growth Fund therefore seems more like a National Graai Fund, and taxpayers are again paying for it. Mr. Chairman. As every Dutchman knows, you can only spend your money once. It is precisely in this unprecedented global economic crisis, as a result of the coronavirus, that this money should have been spent on structural relief for middle-income and hard-working Dutch people in particular. More and more people are no longer able to make ends meet in the Netherlands, but we spend 20 billion on vague sustainability projects without a return target. ""The hardworking Dutchman is ours,"" I heard a VVD senator shout in this Upper House yesterday. But forget it. The VVD gives the hard-earned tax money of the hard-working VVD-voting Dutchman to a number of old boys and former politicians, to fund their pet projects and GroenLinkse sustainability dreams. Mr. Chairman. There is much to do about the name of this fund. Is it the Wiebes fund, the Wopke-Wiebes fund, or the Wiepke fund? There is, in fact, almost more discussion about the name than about the content and the objectives. As far as our group is concerned, we should call this fund the McKinsey Fund, a theoretical study room solution, conceived on the drawing board by two former McKinsey consultants, namely Mr Wiebes and Mr Hoekstra. One of them even made it a partner at this illustrious consultancy firm. The other was the architect of the fees-wretched as Secretary of State for Finance. As Minister of Economic Affairs, he is the man who wants us off the gas and concluded an expensive Climate Agreement, for which the hard-working, tax-paying Dutchman can take the fall again. Such a consultant-student room solution is now reflected in the design of this National Growth Fund. We see a consultant approach that looks nice on paper, but the question remains as to what will become of it in practice. The consultants Wiebes and Hoekstra come with a roaring presentation and big plans; others are allowed to carry out the plans. Our group has repeatedly warned of the risks of this chosen approach. Mr. Chairman. We were pleased in that, and not by the least. Former Finance Minister Onno Ruding, also CDA member of Minister Hoekstra's party, said in Het Financieele Dagblad: ""If you think it's important to spend money on something, you have to include it in the budget. Then you get a fair balance: how much priority is it really? Such a fund soon becomes a big grabbyton. When someone suddenly comes running in with a big bucket of money, everyone comes in like locusts. That's the way it is in politics."" But also Sweer van Wijnbergen, former secretary-general of the Ministry of Economic Affairs of Minister Wiebes, and professor of economics at the UvA, warned extensively in an article in NRC Handelsblad with the ominous headline: ""Don't let them throw away 20 billion."" I quote Sweer van Wijnbergen on the Wopke-Wiebes fund. ""The (...) name arose as a result of a childish quarrel over who first put forward this bright idea. Whoever came up with it, we don't know, but we know it's an exceptionally bad plan."" Thus top economist Van Wijnbergen. Van Wijnbergen, like our group, is also very concerned about the selection of investment projects. I quote: ""The only further test after lobbying companies arrive with projects is (...) a typical polder advisory committee (...) full of more or less large names but without relevant expertise............................................................................................................................................................................................................................................. These are not my words; those are the words of Mr Wiebes' former Secretary-General of the Ministry of Economic Affairs, Mr Van Wijnbergen. Our group shares this sharp analysis of the former Secretary-General. Mr. Chairman. Last year, we held a wide-ranging debate in the First Chamber on the 2.5 billion euros that the cabinet made available to a similar investment fund of former Finance Minister Wouter Bos. This fund is called Invest-NL. Mr Van Ballekom also referred to it. I looked back this morning on my first term of the debate on Invest-NL, on 12 November 2019. Many of the objections I raised there against Invest-NL apply mutatis mutandis and to a greater extent to the National Growth Fund. Only the National Growth Fund is ten times bigger. Invest-NL was launched big, under the motto: impact investment. The impact is limited, as far as we can see now, especially to creating a large staff of 50 people and a lot of overhead. My question to both ministers is therefore: what has the Invest-NL investment fund invested in over the past year? What activities and amounts are involved? Invest-NL was sold to us to solve market failures. The Ministers were not able to explain to us exactly how they were supposed to do this at the time. The National Growth Fund is now going to do so on a ten-fold scale. It invests in such things as ""knowledge developments, research, development and innovation, and infrastructure."" Of course, all this happens with efficient CO pricing and to increase our earning capacity. My question to both ministers is: how is that earning capacity measured before you invest these billions? Such decisions are surrounded by enormous uncertainty. My question to the rulers is: how is it dealt with in concrete terms? How can the cabinet ensure that the billions here do not disappear like snow before the sun in the pockets of sustainability illusionists, who naturally preach the managers of the billions of dollars that the taxpayer has coughed up to eat out of the billion-dollar dungeon? Mr. Chairman. I'm rounding up. It is clear that we do not see this National Growth Fund in its present form and fear that it will eventually end in a walhalla for consultants and sustainability illusionists, and in a tear trap for future generations. We therefore want an emergency brake to be added to this National Growth Fund, as with the 750 billion EU Restoration Fund. But that must be an emergency brake which, unlike the emergency brake of the EU Restoration Fund, actually works. That is why we are tabling the next motion. The: Mr Otten, Mr De Vries and Mr Baljeu proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[whereas the government intends to spend EUR 20 billion on the National Growth Fund;]] [[noting that this entails significant and significant risks for the Dutch taxpayer, both now and in the future;]] [[calls on the Government to adapt or supplement the plans for the National Growth Fund in such a way that an appropriate emergency braking procedure is added to the governance of the National Growth Fund so that effective action can be taken if the risks no longer outweigh the investments,]] [[and goes to the order of the day.]] [[It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-35570-XIX-G]]"
ParlaMint-NL_2020-06-30-tweedekamer-4.u6,2020,2020-06,Paul Blokhuis,Unknown,energy-general,0,"Three questions I've heard. I can go into that very briefly. As for the pace: if it's up to me, it was in the Official Journal yesterday. I'm doing the best I can to do it as soon as possible. Let's all put a lot of effort on that. That's one. Two. Young people must already know about the risks, because these new insights exist. Mrs Kuik asks if I can start a separate campaign for this. I want to take that question seriously, but I will not admit it now. Corona has also stopped a number of campaigns that we already had in the pipeline. So it has to fit into the whole. I think it makes sense that there should be a campaign. When it starts exactly, I am not going to give my word now because there are a lot of other campaigns waiting in line. I'm taking that question seriously. And the last question was? I didn't write it down; that's my fault."
ParlaMint-NL_2021-07-06-eerstekamer-13.u36,2021,2021-07,Kajsa Ollongren,Unknown,energy-general,0,"No, look, we, administrators, city councils, aldermen, mayors, sometimes also sit there to make difficult decisions and decisions with which you cannot satisfy everyone. Let us not forget that to people who say very vocally that they prefer not to, they are people who do. I believe that it has been possible locally to shape this in a good way by bringing this proposal to this House in a proper way. It was clear that, because of that feeling that some people had a slightly different idea, it was necessary to do something with it. This has taken the form of an evaluation. I've already said it might not have been necessary for me to have a law, but that's where it is now. If that's what's needed and if that's comforting, then that's fine. With this prospect, everyone can now concentrate on these new municipalities and on all the challenges and tasks ahead of them. We all know, also from other reclassifications, that at first there will be some energy in merging. It is necessary to be able to look ahead, to see the dot on the horizon, and I am confident that it will succeed."
ParlaMint-NL_2022-06-16-tweedekamer-6.u135,2022,2022-06,Tomvander Lee,Unknown,economic,0,"The law is about energy prices, and that's what I was talking about. I also want to go back to September last year. Then there was also a report, from TNO, that mapped out what at that time was the group of people in the Netherlands who already had to do with energy poverty. This showed that this group is concentrated among the people who have either a welfare or a bald AOW benefit. In fact, 80% of the 550,000 people were in the picture at the time. Seventy-five percent of them were hired. What happened next is that on Prinsjesdag a compensation package was agreed by the coalition, with much of it going back to people with often higher incomes. That was then repeated in March, in the package we are discussing today. Last Monday, with the CPB, we reviewed his report on the scenarios for the future. It looks ahead, while TNO looked back at what was the situation at the time. In this we see that the problems are really concentrated in the group that I and TNO mentioned earlier, the group up to 120% wml of the group between 120% and modal and a part of the group from modal to one and a half modes. The people up there can take care of themselves. They have sufficient income or sufficient reserves. Yet, in two packages, unfocused, 6 billion has been spent. This money comes to a large extent from the people who earn more than one and a half times the average. That's really problematic. I therefore hope that, in the future of the debate on the Spring Paper, it will become three times the charm. We have missed twice the opportunity to target large amounts of money, so let's do it once again, this year, to really meet the people who have the hardest. I understand that the VVD would like to have the assurance that companies will fully pass on their VAT and excise duty reductions to citizens, but of course they will not get them. That's where money leaks; we know that. It is not just the energy producers who make windfall profits. We see high inflation and rising prices everywhere that companies pass on more than necessary prices to citizens. Suppose it is not technically possible to set up a solidarity levy. Yesterday, the Secretary of State said a number of things about this: you will soon find yourself in discussions on state aid. He specifically talked about the mining tax, whether compared to England or not, because then you have more to do with locational climate. If all that is going on, I am not thinking of increasing the Vpb a little bit, to ensure that we can give a sum in hard euros this year to at least the people who are going to be able to get around this year."
ParlaMint-NL_2021-06-29-eerstekamer-9.u259,2021,2021-06,Johan Dessing,Unknown,energy-general,0,"Following on from Mr Schalk's question, I would like to ask an almost similar question. On the one hand, it concerns the high-quality biomass needed for the glass industry. On the other hand, we are talking about 30% of coal plants where there is probably no need to add high-quality biomass. That's two different things, isn't it? Surely one cannot lift or compensate the other?"
ParlaMint-NL_2019-04-02-tweedekamer-25.u23,2019,2019-04,Matthijs Sienot,Unknown,energy-general,0,"Mr. Chairman, I'm coming to my next motion. It's about geothermals. We believe that this is very important, and we also want to speed it up. The problem is at another point. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas legal treatment periods apply for the granting of testing and extraction permits for geothermal energy projects;]] [[noting that the sector indicates that these deadlines are not always met;]] [[calls on the Government to accelerate the process of licensing geothermal projects, for example by increasing capacity,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Sienot, Mr Agnes Mulder, Mr Van der Lee and Mr Moorlag. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-33529-601]]"
ParlaMint-NL_2019-11-06-tweedekamer-8.u55,2019,2019-11,Martijnvan Helvert,Unknown,security,1,"I would also like to ask the cabinet what is the situation with regard to this basic readiness if, for example, we get that question about Hormuz. Can we send a ship at all? Is a ship basic, but also mission-ready? For example, can they handle a place as dangerous as Hormuz? If we ever get that question again, for example from Europe, can we send a ship at all? In fact, I do not see anything in the budget about the development on the Russian side. Why is nothing written about the Russian side, when the Russian side has invested greatly and is also getting much stronger? Mr. Chairman. NATO expects the allies to have a national plan to reach 2% by 2024. The Netherlands, through the Prime Minister, has also submitted such a plan. A good first start has been made with the Spring Paper. There's gonna be money for nine F-35s, special forces, cyber and personnel. But that's not nearly enough. NATO is asking for much more: for more firepower at sea, on land and in the air. On 4 December there will be a NATO summit in London on the occasion of the 70th anniversary of the alliance. What is our cabinet going to say there to show that we also want to get that 2%? After all, we say in the budget that we are not achieving that 2%, but there is no justification for that. It doesn't say that we're actually not okay with that either, or how we're gonna do it eventually. The CDA calls on the cabinet to shape that national plan and would like to see how we are working on it, also towards the re-evaluation of next year. I say this all the more so now that serious problems are being exposed. For example, at the moment, defence has not allocated funds for the implementation of the operational energy strategy. The financial consequences are yet to be seen, with a budget under pressure. Even more worrying is the state of the real estate. I really want to make that a very important point. It hangs like a millstone around the neck of Defense, because after years of austerity, I also say to Mr Öztürk, we have neglected maintenance. A huge catch-up is necessary. The CDA saw in the staff note that there is a deficit of about 6 billion euros in the coming years. Is this true? 'Cause that's quite a corpse out of the closet, you'd say. Already, the Department of Defense is forced to take money away from equipment to close the worst gaps. For example, the LC fregates have been postponed for no less than five years. That's not good for our Navy industry again. The CDA sees a further balding of the equipment in the prospect. We find this extremely undesirable. I'd like to have a reaction to that. What is the government's view of the climate funds, which it pays out every year, about 300 million; exactly what we lack every year, to spend as much as possible in the state real estate? After all, the aim of the climate funds was to make the state real estate more sustainable. That's what we want. That is an objective of all of us. If we can solve a major problem in the Defense Department directly by making state real estate sustainable, isn't that a solution to the problem? If the cabinet feels strengthened when we as a Chamber make a ruling on this matter, then I am prepared to table a motion for this plan in the second instance. Mr. Chairman. The CDA is concerned about delays in major projects, first of all ICT. That's not gonna make any sense. They're gonna ask for a reprieve for that again. We fully understand good research, but we do need ICT and it will not be cheaper. How much longer do we have to wait for that? The decision on the Marine barracks has been made. But when can we expect implementation? When will that decision be implemented? Flessingen waits, but also Doorn waits, because they also want to go through. The decision on the submarines is not taken either. This also takes longer and longer. Because these frigates have also been delayed for five years, it is becoming increasingly difficult to maintain an independent, self-developing, autonomous naval construction in the Netherlands. Because we can't just do that with those four frigates that we can build, while we postpone everything else. That's a real danger to me. The discussion is not only that we want the best boat for the best price, but also how we maintain the naval construction in the Netherlands. My supporter Hanke Bruins Slot has always been very clear about that. She has tabled motions for resolutions on this matter. We want speed at that point. When can we make that choice? How much information does the cabinet want to ask for at all? And what are they missing from information that doesn't make it possible to make a decision yet? Parties that will be disappointed because they are not allowed to do so will continue to be disappointed if we wait for the message of postponement. However, the delay will weaken the winner of the tender, as he will have to wait longer and longer with the investment. Let's see. I've got a few more minutes, so I'm gonna end up with this. The recalibrate is very important. We are very much looking forward to that, because that is where we will have to show what Defence is really worth to us. If the armed forces are worth anything to us, if security is worth anything to us, and if the protection of our homeland is worth anything to us, then we will have to make that choice. Whatever choice we make, there's gonna have to be money. I would ask the parties to take this into account in their programmes for the next elections. We cannot allow this basic task of the government to be lost for €1.75 a day. Finally. Last sentence, Chairman. The CDA Group Chamber was once a ministerial chamber in the last century, where weekly cabinet meetings were held. That was the reason that above the four doors the four main tasks of the government were painted and written out: spiritual development, physical development, legislation and, Mr. Chairman,... Defence."
ParlaMint-NL_2019-11-28-tweedekamer-10.u76,2019,2019-11,Wouter Koolmees,Unknown,climate,3,"I honestly don't know. My first impression would be... There has been a debate in Europe about the ESF and the European Globalisation Fund, the EGF, where there is additional scope for labour market transitions. Think about the energy transition and that sort of thing. A demographic transition could also be part of that. But I'm gonna check this out for you for the second term, because I don't have this ready."
ParlaMint-NL_2019-07-03-tweedekamer-15.u102,2019,2019-07,Gert- Jan Segers,Unknown,energy-general,2,"However, I have not yet received an answer to my question. You can blame me for anything, and you can do it. But if, after that introduction, you answer my question, we will get on with it. What are you doing with the coal fund? What are you doing with that shift from the ODE? What are you doing with the energy tax cut? What are you gonna do with that? Are you going to vote for it or are you going to vote against it?"
ParlaMint-NL_2020-10-29-tweedekamer-4.u2,2020,2020-10,Kelly Regterschot,Unknown,energy-general,0,"Thank you, Mr. Chairman. Given the time, I'm filing two motions immediately. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that energy infrastructure and tubes as transport modality and as a prerequisite for the energy transition are a priority for the Cabinet;]] [[Considering that the Cabinet has launched a feasibility study on the transport of dangerous substances via a tube or pipe route, as demonstrated by the MIRT letter of June 2020, from Rotterdam to Chemelot;]] [[noting that the network of pipe fittings between the major port and chemical clusters, such as Rotterdam and Chemelot, is of national importance;]] [[Calls on the Government to include definitively and consistently the indicative line of the Laarbeek-Echt/Suster pipeline line on the basis of the results of this feasibility study in the relevant map images of the NOVI;]] [[calls on the Minister, in anticipation of the outcome of a careful consideration of interests in the Energy Main Structure Programme, not to make alternatives impossible,]] [[and goes to the order of the day.]] [[This motion has been proposed by the member Regterschot. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34682-57]]"
ParlaMint-NL_2019-11-19-tweedekamer-17.u323,2019,2019-11,Chris Stoffer,Unknown,energy-general,0,"Mr. Chairman. I say to the cabinet: do not lose sight of business. Because the reduction in corporate tax is being postponed. Construction and earthmoving companies struggle with unworkable pfas policies. Why didn't the Department of Control stop this? Then I'm talking about the Ministry of Economic Affairs. Companies in the food industry and greenhouse horticulture are facing enormous burdens by increasing energy taxes. In short, where is the government's commitment to our business? Because it's still the case: no jobs without companies. Mr. Chairman. Many companies have to deal with procurement policies. Very often unreasonable conditions are imposed or procedures are not properly followed. Most procurement services do have a complaint counter, but that very often does not work well. Many entrepreneurs do not dare to complain because they are afraid to miss follow-up assignments. If they do, there is a good chance that they will not respond until the tender has been completed. Businesses argue for better legal protection in the form of a procurement authority, for example under the wings of the competition authority ACM. The Secretary of State has not yet given any thought to this, but I would ask her to move on in this area. Mr. Chairman. As I have just said, the SGP is concerned about the impact of energy taxes on companies. I note that the burden increases are mainly on the shoulders of greenhouse farms and other non-industrial large consumers, and on the shoulders of smaller industrial companies. I tabled an amendment to the Tax Plan last week. Unfortunately that was only supported by the PVV, but who knows there will be new insights. The Dutch food industry, for example, pays five times more ODE tax per tonne of CO than I call a company called Shell's refinery. Large industrial companies are exempt from energy taxation through voluntary agreements; the smaller ones are not. The cabinet is now shielding with extra money from the SDE++ for industry, but what are the chances that large industrial companies will run away with the money? Where is the previously promised SME test under the Climate Agreement? My question to the Minister is whether he is prepared to identify what all these increases mean for the different sectors. The real question is: is there still fair burden-sharing? Mr. Chairman. From local authorities we get a lot of signals that the speed with which regional energy strategies are nurtured will be at the expense of gaining support and at the expense of democratic decision-making. I indicated that in the event of an interruption towards the VVD. At least there's no time for residents' meetings. That while it has a huge impact on people's living environment. The expression is still: runners are killers. I would like to say: care above speed. Mr. Chairman. The municipality of Groningen is at the forefront of the designation of natural gas-free districts. I can imagine that there, too. But the municipality is now putting plans in the refrigerator because it lacks 3 million euros for its implementation capacity. If you calculate that on the back of a beer skin, you'd say we're talking roughly 1 billion, which is 3 million times 355 municipalities. I admit that this is a very rough calculation. In the Municipal Fund, EUR 70 million have now been made available once for the RES route and the natural gas-free neighbourhoods. According to the Climate Agreement, the municipality should receive at least 150 million. My question is: how about that? And above all: how is the cabinet going to ensure that municipalities are able to fulfil their heroic role? Mr. Chairman. Then there is the energy saving. As a SGP, we have been committed to this for years. I note that the RES pathways focus on renewable energy production. Of course, that is very good in itself, but energy saving remains rather underexposed, while I think there is a lot of potential in it. Several regions are struggling with these sustainable energy challenges. I would say: give them room to use extra energy savings instead of extra wind farms. In the built environment, so-called Energy Service Companies, in plain Dutch, can play an important role, not only for households but also for entrepreneurs. But there is one problem: the lack of proper guarantee schemes. My question to the Minister is whether he cannot ensure that these energy service providers can also use the SME guarantee credit. Mr. Chairman. I can see the Minister's eyes. He's thinking, ""When's he gonna come up with it?"" But it's coming. The electricity grid is under great pressure. Several renewable energy projects cannot be connected while we are only at the beginning of the energy transition. Network management tariffs will increase significantly in this respect. And here he comes, here he comes: we have argued earlier for the stress tests for the energy system. My question is: when are they really coming? Look! I made the Minister happy. Now he can formulate a very sharp answer to that. Mr. Chairman. The cabinet also struggles with nitrogen and CO. That's what we're struggling with all over the country. In this respect, unorthodox measures are not shy. I think so, too. But I would like to add one more, namely to reduce the number of Sunday shopping days. More and more municipalities allow shopkeepers the free rein, at the expense of Sunday rest, small shopkeepers and employees. Emissions of an estimated 1 megaton of CO and nitrogen are also at the expense of the environment. Mr. Chairman. I say, let Sunday be a day of reflection and family instead of a day of commerce. As my colleague Mr Bruins said earlier, the beautiful gift of free Sunday is in several respects very good for everyone in our society. My question to the Minister is therefore whether he will at least look at what the possible elimination of Sunday shopping could bring in environmental gains. If you want to take the remaining Urgenda quote of 2 megatons of CO seriously, look at these kinds of measures. Mr. Chairman. I'm a little disappointed by my colleague from D66, who's gone now. Last year he talked a lot about the Sunday shop opening obligation. Anyway, we tabled a fine motion on that at the time. I'm actually waiting a lot for the law against mandatory shopping on Sundays. My question to the Secretary of State is when that law comes to the Chamber. Mr. Chairman. Finally, climate ambitions. I'm gonna go over my time with that, but I'm not gonna do a second term tomorrow, so I'm gonna use that last minute. The SGP believes that the cabinet is too distracted by all kinds of predictions and climate objectives. Yeah, I really do. There will be a new set of measures to reach exactly 25% next year instead of 23% CO reduction. The cabinet also wants extra action because we are about to miss 14% of renewable energy production by 2020. The Minister also writes that the cabinet is determined.I understand that in order to achieve the 49% CO2 reduction by 2030, and also that the challenges of the Climate Agreement will have to be increased if market fluctuations are to change estimates. I fear that this mop policy will be at the expense of consistency and support. So I would say less strife and more realism. 'Cause you better have one sunboiler in the attic than ten on paper. Thank you."
ParlaMint-NL_2021-11-04-tweedekamer-4.u105,2021,2021-11,Dilan Yeşilgöz- Zegerius,Unknown,climate,3,"Yeah, I think so, too. Kind of exciting, but I'm sure it's gonna be okay. Mr. Chairman. We're in the National Climate Week. We just had Climate Day. Monday was the day of the Climate Agreement. The international climate summit in Glasgow is going on. You can't open a newspaper, you can't turn on a transmitter, and it's about climate. Climate is the subject of our time, and I think quite rightly. We have all seen the misery that the people of Limburg have suffered from the floods and the terrible consequences, with deaths, for our neighbouring countries. Science is clear: climate change is going extremely fast and man is clearly the cause. In addition, the heavy rainfall that caused those floods last summer has become more likely due to this climate change. By taking responsibility now, we can ensure that we leave our country and the planet in a good way for generations after us, so that we have not only increased the risks. Several Members of Parliament who said that climate change does not end at our borders and that only a change in the Netherlands will not make a global difference are, of course, quite right. For example, Mr Eerdmans talked about China's emissions, compared to what we are doing here in the Netherlands. I understand these comments very well. Although a country such as China can and must do much more in this context, the fact that China has recently set stricter climate targets and plans not to co-finance coal plants abroad is a step in the right direction. I will go to Glasgow myself on Monday and I am encouraged by Mr Eerdmans and, of course, colleagues to continue calling on other countries to provide their fair share. The only way to get the rest of the world is to join forces with our neighbours, in our case Europe, as a small country. The way to get our neighbours, Europe, to join us is by showing ourselves that we are willing to do what is necessary. Luckily, we can do that. We see a common target of 55% in Europe, but we also see good cooperation between the countries. In this context, Mr Erkens had a question. He asked about the possibilities for joint hydrogen production in the North Sea with our neighbouring countries. I think Mr Erkens has a very good point. In the future, energy production in the North Sea will be strongly interlinked internationally. We are already working with the surrounding countries. This year, for example, Germany and Denmark are looking at the intentions for cooperation. The cabinet, together with Denmark, is investigating what an energy hub between several countries can look like. Hydrogen production is also part of this research. I expect this to be completed in December, and then, of course, the Chamber will be informed. That is what I am saying to Mr Erkens and to those Members who had questions about it. As promised earlier, I will also send a letter to your Chamber in December on the government's hydrogen plans, in which I will also address my vision for the market organisation for hydrogen. So that's what's coming. I will also deal with the way in which public interests are protected; that was also a question from Mr Erkens."
